text,sentiment,tokens
"more red wine.. this is the 6th bottle  Oh, and yes.. i finnaly got in Rennes - althought I had some doubts I'll reach France )",1,"['more', 'red', 'wine', '..', 'this', 'is', 'the', '6th', 'bottle', ' ', 'oh', ',', 'and', 'yes', '..', 'i', 'finnaly', 'got', 'in', 'rennes', '-', 'althought', 'i', 'had', 'some', 'doubts', 'i', ""'ll"", 'reach', 'france', ')']"
@stephaniealaina awwww happy eat bday girlie!!! I hear u  velvet is always nice on Sun. Sooo many birthdays this weekend. Be out all wkend,1,"['@stephaniealaina', 'awwww', 'happy', 'eat', 'bday', 'girlie', '!', '!', '!', 'i', 'hear', 'u', ' ', 'velvet', 'is', 'always', 'nice', 'on', 'sun', '.', 'sooo', 'many', 'birthdays', 'this', 'weekend', '.', 'be', 'out', 'all', 'wkend']"
#BTS band camp is getting boring I eant my cpu ,0,"['#', 'bts', 'band', 'camp', 'is', 'getting', 'boring', 'i', 'eant', 'my', 'cpu']"
I wish I had a friend that was a chiropractor  ,1,"['i', 'wish', 'i', 'had', 'a', 'friend', 'that', 'was', 'a', 'chiropractor', ' ']"
o man! HAHA The Office is great. if you wanna a good laugh..watch the lates episode on hulu..or hulu desktop ,1,"['o', 'man', '!', 'haha', 'the', 'office', 'is', 'great', '.', 'if', 'you', 'wanna', 'a', 'good', 'laugh', '..', 'watch', 'the', 'lates', 'episode', 'on', 'hulu', '..', 'or', 'hulu', 'desktop']"
Having raisins while blogging.. em... ,1,"['having', 'raisins', 'while', 'blogging', '..', 'em', '...']"
"is really, really really confused and sad and ",0,"['is', 'really', ',', 'really', 'really', 'confused', 'and', 'sad', 'and']"
@Itsannier Hey! I'm Charlotte. Nice to meet you!  Which friend was following me? ,1,"['@itsannier', 'hey', '!', 'i', ""'m"", 'charlotte', '.', 'nice', 'to', 'meet', 'you', '!', ' ', 'which', 'friend', 'was', 'following', 'me', '?']"
following some body on twitter ,1,"['following', 'some', 'body', 'on', 'twitter']"
Left my coffee at home ,0,"['left', 'my', 'coffee', 'at', 'home']"
"@ashleejoyce no, not auction offerings. ",0,"['@ashleejoyce', 'no', ',', 'not', 'auction', 'offerings', '.']"
@mileycyrus i think you're the most nominated  im glad for you.,1,"['@mileycyrus', 'i', 'think', 'you', ""'re"", 'the', 'most', 'nominated', ' ', 'i', 'm', 'glad', 'for', 'you', '.']"
we're late leaving for wilmington  but its gorgeous outside and realllyyy chilly in south carolina,0,"['we', ""'re"", 'late', 'leaving', 'for', 'wilmington', ' ', 'but', 'its', 'gorgeous', 'outside', 'and', 'realllyyy', 'chilly', 'in', 'south', 'carolina']"
@dolceaudrey I super miss you!! ,0,"['@dolceaudrey', 'i', 'super', 'miss', 'you', '!', '!']"
My hubby is leaving me to go to London for 10 days! Unfair on so many levels!! ,0,"['my', 'hubby', 'is', 'leaving', 'me', 'to', 'go', 'to', 'london', 'for', '10', 'days', '!', 'unfair', 'on', 'so', 'many', 'levels', '!', '!']"
I kind of feel bad for making this security guard stay here til 9 but o well! I needs my $$$!!! ,1,"['i', 'kind', 'of', 'feel', 'bad', 'for', 'making', 'this', 'security', 'guard', 'stay', 'here', 'til', '9', 'but', 'o', 'well', '!', 'i', 'needs', 'my', '$', '$', '$', '!', '!', '!']"
"signing out..There's nothing else I cay say Eh eh, Eh eh  Cherry cherry Boom boom ",1,"['signing', 'out', '..', 'there', ""'s"", 'nothing', 'else', 'i', 'cay', 'say', 'eh', 'eh', ',', 'eh', 'eh', ' ', 'cherry', 'cherry', 'boom', 'boom']"
sad that S learnt the first lesson of womanhood today - May always brings lovely summer shoes but horrid sore feet ,0,"['sad', 'that', 's', 'learnt', 'the', 'first', 'lesson', 'of', 'womanhood', 'today', '-', 'may', 'always', 'brings', 'lovely', 'summer', 'shoes', 'but', 'horrid', 'sore', 'feet']"
Barbie gets tatted  http://tinyurl.com/c4prxn there is even one that declares her love for male doll Ken. tramp stamp (,0,"['barbie', 'gets', 'tatted', ' ', 'http://tinyurl.com/c4prxn', 'there', 'is', 'even', 'one', 'that', 'declares', 'her', 'love', 'for', 'male', 'doll', 'ken', '.', 'tramp', 'stamp', '(']"
@eskimo_sparky Either that or they all too cheap to buy you a drink ,1,"['@eskimo_sparky', 'either', 'that', 'or', 'they', 'all', 'too', 'cheap', 'to', 'buy', 'you', 'a', 'drink']"
@AmyStrawn Me too! It's just been depressing lately &amp; the tabloid coverage is crazy! ,0,"['@amystrawn', 'me', 'too', '!', 'it', ""'s"", 'just', 'been', 'depressing', 'lately', '&', 'amp', ';', 'the', 'tabloid', 'coverage', 'is', 'crazy', '!']"
pupppy shopping at the pound ,1,"['pupppy', 'shopping', 'at', 'the', 'pound']"
"garbage in, garbage out........goodness in, goodness out.  ",1,"['garbage', 'in', ',', 'garbage', 'out', '........', 'goodness', 'in', ',', 'goodness', 'out', '.', ' ']"
@ItayshaPhoto ur shooting carmen.... thats model number 2 that i want... that you've gotten to shoot  i want her more than jasmine ,0,"['@itayshaphoto', 'ur', 'shooting', 'carmen', '....', 'that', 's', 'model', 'number', '2', 'that', 'i', 'want', '...', 'that', 'you', ""'ve"", 'gotten', 'to', 'shoot', ' ', 'i', 'want', 'her', 'more', 'than', 'jasmine']"
@andreajm awwww. Unfortunately no  I didn't have much time to see anyone before I left. You'll get a huge hug next time we see each other.,0,"['@andreajm', 'awwww', '.', 'unfortunately', 'no', ' ', 'i', 'did', ""n't"", 'have', 'much', 'time', 'to', 'see', 'anyone', 'before', 'i', 'left', '.', 'you', ""'ll"", 'get', 'a', 'huge', 'hug', 'next', 'time', 'we', 'see', 'each', 'other', '.']"
Update from phone not working ,0,"['update', 'from', 'phone', 'not', 'working']"
The path to Liberation is clear when you Realize--when you truly comprehend--that YOU are the architect of your Life. ,1,"['the', 'path', 'to', 'liberation', 'is', 'clear', 'when', 'you', 'realize', '--', 'when', 'you', 'truly', 'comprehend', '--', 'that', 'you', 'are', 'the', 'architect', 'of', 'your', 'life', '.']"
@coasterkim oh man...I don't know!! Try webmd.com or I'd say play it safe and stay home today and go to the doc tomorrow morning... ,0,"['@coasterkim', 'oh', 'man', '...', 'i', 'do', ""n't"", 'know', '!', '!', 'try', 'webmd.com', 'or', 'i', ""'d"", 'say', 'play', 'it', 'safe', 'and', 'stay', 'home', 'today', 'and', 'go', 'to', 'the', 'doc', 'tomorrow', 'morning', '...']"
I'm working at Central today - Fiction Department ,1,"['i', ""'m"", 'working', 'at', 'central', 'today', '-', 'fiction', 'department']"
got windows xp now running on my ubuntu laptop via virtualbox. Hey don't blame me it was a necessity. No mac emulators will work ,0,"['got', 'windows', 'xp', 'now', 'running', 'on', 'my', 'ubuntu', 'laptop', 'via', 'virtualbox', '.', 'hey', 'do', ""n't"", 'blame', 'me', 'it', 'was', 'a', 'necessity', '.', 'no', 'mac', 'emulators', 'will', 'work']"
@siweb Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip ,1,"['@siweb', 'get', '100', 'followers', 'a', 'day', 'using', 'www.tweeterfollow.com', 'once', 'you', 'add', 'everyone', 'you', 'are', 'on', 'the', 'train', 'or', 'pay', 'vip']"
"i don't get it, how is it possible to feel so lightheaded when all i'm doing is sitting down THIS SUCKS ",0,"['i', 'do', ""n't"", 'get', 'it', ',', 'how', 'is', 'it', 'possible', 'to', 'feel', 'so', 'lightheaded', 'when', 'all', 'i', ""'m"", 'doing', 'is', 'sitting', 'down', 'this', 'sucks']"
"horrible dreams, now poring rain...must smile and be positive ",1,"['horrible', 'dreams', ',', 'now', 'poring', 'rain', '...', 'must', 'smile', 'and', 'be', 'positive']"
@annyangel I found you on Twitter ,1,"['@annyangel', 'i', 'found', 'you', 'on', 'twitter']"
"rainy day, So expect tomorrow's construction lecture (:  and happy birthday to you &quot;Patrick Star  Ball&quot;haha  ",1,"['rainy', 'day', ',', 'so', 'expect', 'tomorrow', ""'s"", 'construction', 'lecture', '(:', ' ', 'and', 'happy', 'birthday', 'to', 'you', '&', 'quot;patrick', 'star', ' ', 'ball&quot;haha', ' ']"
"@andrewcrawshaw Hey, let me know how the briefing goes - couldn't make it (+ the AI event also tday) due to more work on house to sort ",0,"['@andrewcrawshaw', 'hey', ',', 'let', 'me', 'know', 'how', 'the', 'briefing', 'goes', '-', 'could', ""n't"", 'make', 'it', '(', '+', 'the', 'ai', 'event', 'also', 'tday', ')', 'due', 'to', 'more', 'work', 'on', 'house', 'to', 'sort']"
I'm hip I'm cool something something school ,1,"['i', ""'m"", 'hip', 'i', ""'m"", 'cool', 'something', 'something', 'school']"
"They're painting my house. Kitchen, living room, and bathroom tore up. Living my life from the bedroom not working for me. ",0,"['they', ""'re"", 'painting', 'my', 'house', '.', 'kitchen', ',', 'living', 'room', ',', 'and', 'bathroom', 'tore', 'up', '.', 'living', 'my', 'life', 'from', 'the', 'bedroom', 'not', 'working', 'for', 'me', '.']"
"http://bit.ly/1ambph Mandatory smoking in China  I know, I know, I shouldn't read news.com.au",1,"['http://bit.ly/1ambph', 'mandatory', 'smoking', 'in', 'china', ' ', 'i', 'know', ',', 'i', 'know', ',', 'i', 'should', ""n't"", 'read', 'news.com.au']"
@BlokesLib lmao you witty wacko...loves it ,1,"['@blokeslib', 'lmao', 'you', 'witty', 'wacko', '...', 'loves', 'it']"
I should drink lots of water at this point. But my tongue doesn't feel well. ,0,"['i', 'should', 'drink', 'lots', 'of', 'water', 'at', 'this', 'point', '.', 'but', 'my', 'tongue', 'does', ""n't"", 'feel', 'well', '.']"
change this something normal... in2 something beautiful ,1,"['change', 'this', 'something', 'normal', '...', 'in2', 'something', 'beautiful']"
mall with my mommy ,1,"['mall', 'with', 'my', 'mommy']"
So about me wanting an early night. NOT HAPPENING  So unhappy right now. I really wanted to get everything done and then goto bed but argh,0,"['so', 'about', 'me', 'wanting', 'an', 'early', 'night', '.', 'not', 'happening', ' ', 'so', 'unhappy', 'right', 'now', '.', 'i', 'really', 'wanted', 'to', 'get', 'everything', 'done', 'and', 'then', 'goto', 'bed', 'but', 'argh']"
"@benlucier Okay, you're cracking me up today! A &quot;Twitter Baddy&quot; with excellent grammar and spelling? What a compliment. ",1,"['@benlucier', 'okay', ',', 'you', ""'re"", 'cracking', 'me', 'up', 'today', '!', 'a', '&', 'quot;twitter', 'baddy&quot', ';', 'with', 'excellent', 'grammar', 'and', 'spelling', '?', 'what', 'a', 'compliment', '.']"
I hate that Monday is only an hour away  The weekends always go by so fast!!,0,"['i', 'hate', 'that', 'monday', 'is', 'only', 'an', 'hour', 'away', ' ', 'the', 'weekends', 'always', 'go', 'by', 'so', 'fast', '!', '!']"
Getting on the train. Kisses all ,1,"['getting', 'on', 'the', 'train', '.', 'kisses', 'all']"
I'm at school tooo early!!! ,0,"['i', ""'m"", 'at', 'school', 'tooo', 'early', '!', '!', '!']"
watching the trailer of  harry potter and the half-blood prince. ,1,"['watching', 'the', 'trailer', 'of', ' ', 'harry', 'potter', 'and', 'the', 'half', '-', 'blood', 'prince', '.']"
Nambu quits unexpectedly all the time.  It doesn't work anymore  Ik ben onthand.,0,"['nambu', 'quits', 'unexpectedly', 'all', 'the', 'time', '.', ' ', 'it', 'does', ""n't"", 'work', 'anymore', ' ', 'ik', 'ben', 'onthand', '.']"
"@Girlosophy - Yes! I also agree there is far too much of that ME, ME, MEEEEEE stuff happening on here too! ",1,"['@girlosophy', '-', 'yes', '!', 'i', 'also', 'agree', 'there', 'is', 'far', 'too', 'much', 'of', 'that', 'me', ',', 'me', ',', 'meeeeee', 'stuff', 'happening', 'on', 'here', 'too', '!']"
Not a great night to be alone.  Night twitterverse,0,"['not', 'a', 'great', 'night', 'to', 'be', 'alone', '.', ' ', 'night', 'twitterverse']"
"Morning Tweethearts!! It's a grey day in NYC,but that doesn't matter, we've been blessed w/LIFE!!! Have a great day ",1,"['morning', 'tweethearts', '!', '!', 'it', ""'s"", 'a', 'grey', 'day', 'in', 'nyc', ',', 'but', 'that', 'does', ""n't"", 'matter', ',', 'we', ""'ve"", 'been', 'blessed', 'w', '/', 'life', '!', '!', '!', 'have', 'a', 'great', 'day']"
@Krftd Yeah .. sorry it slipped my mind ... don't know any  except Blu Water Grill .. google that with hornsby,0,"['@krftd', 'yeah', '..', 'sorry', 'it', 'slipped', 'my', 'mind', '...', 'do', ""n't"", 'know', 'any', ' ', 'except', 'blu', 'water', 'grill', '..', 'google', 'that', 'with', 'hornsby']"
@brettrush  thanks for the encouraging words..hehe,0,"['@brettrush', ' ', 'thanks', 'for', 'the', 'encouraging', 'words', '..', 'hehe']"
@ronworkman i was wondering how long it would take you to break your silence ,1,"['@ronworkman', 'i', 'was', 'wondering', 'how', 'long', 'it', 'would', 'take', 'you', 'to', 'break', 'your', 'silence']"
"just had the roast swine, very nice, even if I say so myself! ",1,"['just', 'had', 'the', 'roast', 'swine', ',', 'very', 'nice', ',', 'even', 'if', 'i', 'say', 'so', 'myself', '!']"
Guess it's time to go do something constructive now.  ,0,"['guess', 'it', ""'s"", 'time', 'to', 'go', 'do', 'something', 'constructive', 'now', '.', ' ']"
I have such a love/hate relationship with Tyra Banks- why does she make me love her when I want to hate her?! ,0,"['i', 'have', 'such', 'a', 'love', '/', 'hate', 'relationship', 'with', 'tyra', 'banks-', 'why', 'does', 'she', 'make', 'me', 'love', 'her', 'when', 'i', 'want', 'to', 'hate', 'her', '?', '!']"
The Suns Gone ,0,"['the', 'suns', 'gone']"
@grentone Thanks sweetie!.......  ,1,"['@grentone', 'thanks', 'sweetie', '!', '.......', ' ']"
@nedramae Where are you moving to?  How come I am always left out of the loop?   ,0,"['@nedramae', 'where', 'are', 'you', 'moving', 'to', '?', ' ', 'how', 'come', 'i', 'am', 'always', 'left', 'out', 'of', 'the', 'loop', '?', '  ']"
is looking forward to another sunny day with becky ,1,"['is', 'looking', 'forward', 'to', 'another', 'sunny', 'day', 'with', 'becky']"
@kindstrangers GRACE! we better go see patrick wolf next year. im still super sad we missed the concert. ,0,"['@kindstrangers', 'grace', '!', 'we', 'better', 'go', 'see', 'patrick', 'wolf', 'next', 'year', '.', 'i', 'm', 'still', 'super', 'sad', 'we', 'missed', 'the', 'concert', '.']"
"@traceyannepryke Haha!  Yes I'm taking over the world, one tweet at a time.  This would be faster if they invented the 141 char tweet!  ",1,"['@traceyannepryke', 'haha', '!', ' ', 'yes', 'i', ""'m"", 'taking', 'over', 'the', 'world', ',', 'one', 'tweet', 'at', 'a', 'time', '.', ' ', 'this', 'would', 'be', 'faster', 'if', 'they', 'invented', 'the', '141', 'char', 'tweet', '!', ' ']"
Getting a head start on break down. #MakerFaire is almost over ,0,"['getting', 'a', 'head', 'start', 'on', 'break', 'down', '.', '#', 'makerfaire', 'is', 'almost', 'over']"
@B0LT0NWANDERERS Thats a plan then  lol,1,"['@b0lt0nwanderers', 'that', 's', 'a', 'plan', 'then', ' ', 'lol']"
@TherealNihal i doo not believe that fact machine!!! Next week i should do it!!  Im the new fact machin loool!! ,1,"['@therealnihal', 'i', 'doo', 'not', 'believe', 'that', 'fact', 'machine', '!', '!', '!', 'next', 'week', 'i', 'should', 'do', 'it', '!', '!', ' ', 'i', 'm', 'the', 'new', 'fact', 'machin', 'loool', '!', '!']"
is enjoy a cup of berry tea in the afternoon...so much fun today...especially with victor around...what a funny dog he is... ,1,"['is', 'enjoy', 'a', 'cup', 'of', 'berry', 'tea', 'in', 'the', 'afternoon', '...', 'so', 'much', 'fun', 'today', '...', 'especially', 'with', 'victor', 'around', '...', 'what', 'a', 'funny', 'dog', 'he', 'is', '...']"
"I'm very, very lost here. ",0,"['i', ""'m"", 'very', ',', 'very', 'lost', 'here', '.']"
I'm hoping the next couple weeks can jump start my creativity again ,0,"['i', ""'m"", 'hoping', 'the', 'next', 'couple', 'weeks', 'can', 'jump', 'start', 'my', 'creativity', 'again']"
"@Kiesh It's a small (Twitter) world after all, huh?  Luv DC though.  Been there a few times.  Oh, sorry about yesterday's train wreck ",0,"['@kiesh', 'it', ""'s"", 'a', 'small', '(', 'twitter', ')', 'world', 'after', 'all', ',', 'huh', '?', ' ', 'luv', 'dc', 'though', '.', ' ', 'been', 'there', 'a', 'few', 'times', '.', ' ', 'oh', ',', 'sorry', 'about', 'yesterday', ""'s"", 'train', 'wreck']"
Thank God it's muthafuckin FRIDAY!  ,1,"['thank', 'god', 'it', ""'s"", 'muthafuckin', 'friday', '!', ' ']"
Is it wrong that I want the Dabr widget to have a transparent b/g on the icon? Looks untidy on my active desktop ,0,"['is', 'it', 'wrong', 'that', 'i', 'want', 'the', 'dabr', 'widget', 'to', 'have', 'a', 'transparent', 'b', '/', 'g', 'on', 'the', 'icon', '?', 'looks', 'untidy', 'on', 'my', 'active', 'desktop']"
"dngrin DA's its all about love.. Duhh, genre lagu DA itu itu doank, bosenn.. *sorry* just in my opinion~, style by simon cowell ",1,"['dngrin', 'da', ""'s"", 'its', 'all', 'about', 'love', '..', 'duhh', ',', 'genre', 'lagu', 'da', 'itu', 'itu', 'doank', ',', 'bosenn', '..', '*', 'sorry', '*', 'just', 'in', 'my', 'opinion~', ',', 'style', 'by', 'simon', 'cowell']"
"I waited up for the Sniper update and now it's here, I can't be bothered to play it xD Ah well, Blogging now ",1,"['i', 'waited', 'up', 'for', 'the', 'sniper', 'update', 'and', 'now', 'it', ""'s"", 'here', ',', 'i', 'ca', ""n't"", 'be', 'bothered', 'to', 'play', 'it', 'xd', 'ah', 'well', ',', 'blogging', 'now']"
@machfairy hahahahha. i knew you wanted to be kim! i'll keep in mind when i see a tommy. ,1,"['@machfairy', 'hahahahha', '.', 'i', 'knew', 'you', 'wanted', 'to', 'be', 'kim', '!', 'i', ""'ll"", 'keep', 'in', 'mind', 'when', 'i', 'see', 'a', 'tommy', '.']"
my hair is in its loose curls today with a gangstuurr hat...Im rockin' it for the first time ,1,"['my', 'hair', 'is', 'in', 'its', 'loose', 'curls', 'today', 'with', 'a', 'gangstuurr', 'hat', '...', 'im', 'rockin', ""'"", 'it', 'for', 'the', 'first', 'time']"
just said bye to mona...aww but lush time ,1,"['just', 'said', 'bye', 'to', 'mona', '...', 'aww', 'but', 'lush', 'time']"
Back in Salvador. Can't believe this is the last week of classes! I'll be bk to the States sooner than I'd like. ,0,"['back', 'in', 'salvador', '.', 'ca', ""n't"", 'believe', 'this', 'is', 'the', 'last', 'week', 'of', 'classes', '!', 'i', ""'ll"", 'be', 'bk', 'to', 'the', 'states', 'sooner', 'than', 'i', ""'d"", 'like', '.']"
@SilCorbijn Berne is the capital of Switzerland: Take a look at this: http://tinyurl.com/d8czem ,1,"['@silcorbijn', 'berne', 'is', 'the', 'capital', 'of', 'switzerland', ':', 'take', 'a', 'look', 'at', 'this', ':', 'http://tinyurl.com/d8czem']"
@kristenstewart9 hi! i'm a big fan of you! ... can you send me a shout out please? congrats for the MMA ,1,"['@kristenstewart9', 'hi', '!', 'i', ""'m"", 'a', 'big', 'fan', 'of', 'you', '!', '...', 'can', 'you', 'send', 'me', 'a', 'shout', 'out', 'please', '?', 'congrats', 'for', 'the', 'mma']"
